VisitYear,VisitMonth,VisitMode,Rating,AttractionType,Country,Region,Continent
2019,9,4,4,2,62,17,2
2018,3,3,3,2,144,21,4
2019,10,1,2,2,144,21,4
2019,10,1,3,2,144,21,4
2019,10,1,5,2,144,21,4
2019,9,1,4,2,144,21,4
2019,9,1,3,2,144,21,4
2019,9,1,5,2,62,17,2
2019,9,1,4,2,149,17,2
2019,9,4,3,2,7,1,3
2019,9,1,5,2,144,21,4
2019,9,4,3,2,98,21,4
2019,9,3,5,2,7,1,3
2019,9,1,4,2,52,6,4
2019,9,1,5,2,144,21,4
2019,9,1,5,2,98,21,4
2019,9,1,4,2,144,21,4
2019,9,1,4,2,144,21,4
2019,9,4,5,2,7,1,3
2019,8,4,3,2,7,1,3
2019,8,3,4,2,7,1,3
2019,8,2,3,2,62,17,2
2019,8,1,4,2,7,1,3
2019,9,4,5,2,7,1,3
2019,8,4,4,2,7,1,3
2019,8,1,3,2,145,12,1
2019,9,2,4,2,144,21,4
2019,9,4,5,2,145,12,1
2019,8,2,4,2,122,17,2
2019,8,1,5,2,7,1,3
2019,8,3,5,2,7,1,3
2019,8,2,5,2,122,17,2
2019,8,1,3,2,65,21,4
2019,7,2,4,2,145,12,1
2019,8,1,4,2,100,14,3
2019,6,2,4,2,62,17,2
2019,8,1,3,2,145,12,1
2019,3,1,5,2,131,13,4
2019,8,2,5,2,144,21,4
2019,8,2,5,2,144,21,4
2019,7,4,5,2,7,1,3
2019,8,1,5,2,7,1,3
2019,7,1,4,2,27,12,1
2019,7,1,5,2,100,14,3
2019,8,2,4,2,144,21,4
2019,8,3,3,2,7,1,3
2019,8,1,3,2,39,13,4
2019,7,3,5,2,7,1,3
2019,7,1,5,2,144,21,4
2019,7,1,4,2,27,12,1
2019,7,1,4,2,135,17,2
2019,7,4,3,2,62,17,2
2018,8,2,5,2,144,21,4
2019,7,1,5,2,7,1,3
2019,7,1,5,2,7,1,3
2019,7,1,2,2,100,14,3
2019,6,3,5,2,145,12,1
2019,7,3,4,2,144,21,4
2019,7,1,5,2,62,17,2
2019,7,1,5,2,100,14,3
2019,7,2,5,2,62,17,2
2019,7,4,3,2,98,21,4
2019,7,3,5,2,145,12,1
2019,7,2,5,2,100,14,3
2019,6,2,4,2,7,1,3
2019,5,1,5,2,62,17,2
2019,7,2,2,2,65,21,4
2019,2,1,5,2,7,1,3
2019,7,2,5,2,69,8,2
2019,6,4,4,2,144,21,4
2019,7,3,5,2,62,17,2
2019,7,1,4,2,144,21,4
2019,6,1,3,2,115,6,4
2019,6,3,4,2,62,17,2
2019,7,2,5,2,62,17,2
2019,7,1,5,2,62,17,2
2019,6,1,5,2,7,1,3
2019,7,1,5,2,122,17,2
2019,7,2,3,2,143,10,2
2019,7,1,3,2,102,13,4
2019,3,0,4,2,62,17,2
2019,7,1,5,2,144,21,4
2019,7,2,5,2,7,1,3
2019,6,2,5,2,122,17,2
2019,6,1,4,2,7,1,3
2019,6,3,3,2,7,1,3
2019,6,1,3,2,7,1,3
2019,5,1,5,2,61,16,2
2019,6,2,4,2,31,8,2
2019,6,2,4,2,144,21,4
2019,6,1,5,2,100,14,3
2019,6,1,4,2,81,17,2
2019,6,1,4,2,125,18,0
2019,6,1,3,2,7,1,3
2019,6,4,5,2,125,18,0
2019,6,1,3,2,144,21,4
2019,6,1,5,2,7,1,3
2019,6,4,4,2,7,1,3
2019,5,2,4,2,98,21,4
2019,6,3,5,2,62,17,2
2019,5,4,5,2,61,16,2
2019,5,1,5,2,7,1,3
2019,5,1,5,2,7,1,3
2019,5,1,5,2,144,21,4
2019,5,1,4,2,7,1,3
2019,5,4,5,2,7,1,3
2019,5,1,5,2,98,21,4
2019,5,1,5,2,83,19,4
2019,5,1,5,2,7,1,3
2019,5,1,3,2,65,21,4
2019,5,3,5,2,84,14,3
2019,5,1,5,2,62,17,2
2019,5,3,5,2,27,12,1
2019,5,3,1,2,7,1,3
2019,5,1,3,2,144,21,4
2019,4,2,5,2,62,17,2
2019,5,3,1,2,39,13,4
2019,2,3,5,2,62,17,2
2019,4,1,5,2,7,1,3
2019,5,2,5,2,27,12,1
2019,5,1,5,2,144,21,4
2019,1,4,5,2,145,12,1
2019,5,1,4,2,7,1,3
2019,4,2,5,2,7,1,3
2019,5,4,5,2,144,21,4
2019,4,3,3,2,7,1,3
2019,4,1,5,2,7,1,3
2019,4,1,4,2,144,21,4
2019,4,0,4,2,62,17,2
2019,4,3,4,2,145,12,1
2019,4,1,5,2,144,21,4
2019,4,1,2,2,144,21,4
2019,4,2,5,2,7,1,3
2019,4,1,5,2,38,6,4
2019,4,2,4,2,7,1,3
2018,12,3,5,2,7,1,3
2019,4,1,3,2,144,21,4
2019,3,3,5,2,7,1,3
2019,3,1,5,2,7,1,3
2019,4,1,3,2,67,19,4
2019,4,1,3,2,24,20,0
2019,4,4,5,2,145,12,1
2019,4,1,5,2,125,18,0
2019,1,3,3,2,122,17,2
2019,4,1,2,2,144,21,4
2019,4,2,5,2,7,1,3
2019,3,4,4,2,144,21,4
2019,3,1,3,2,62,17,2
2019,4,1,3,2,98,21,4
2019,4,4,5,2,62,17,2
2019,4,1,2,2,144,21,4
2019,3,1,5,2,145,12,1
2019,4,1,5,2,62,17,2
2019,3,1,5,2,7,1,3
2019,3,1,4,2,62,17,2
2019,3,3,3,2,38,6,4
2019,3,1,5,2,144,21,4
2019,3,2,5,2,7,1,3
2019,3,1,5,2,144,21,4
2019,2,1,4,2,7,1,3
2019,3,1,3,2,38,6,4
2019,3,1,4,2,39,13,4
2019,3,4,4,2,61,16,2
2019,3,0,5,2,62,17,2
2019,3,1,5,2,144,21,4
2019,3,1,5,2,69,8,2
2018,9,1,4,2,98,21,4
2019,3,3,5,2,62,17,2
2019,3,2,5,2,7,1,3
2019,3,1,4,2,79,6,4
2019,2,4,5,2,67,19,4
2019,3,4,5,2,144,21,4
2019,3,2,4,2,7,1,3
2019,3,3,4,2,7,1,3
2018,12,2,5,2,7,1,3
2019,3,1,3,2,7,1,3
2019,2,4,5,2,62,17,2
2019,3,1,5,2,145,12,1
2019,2,1,3,2,7,1,3
2019,2,1,2,2,19,19,4
2019,2,4,4,2,145,12,1
2019,2,1,4,2,144,21,4
2019,2,1,4,2,7,1,3
2019,2,1,5,2,7,1,3
2019,2,3,4,2,145,12,1
2019,2,2,4,2,62,17,2
2019,2,1,4,2,135,17,2
2019,2,2,5,2,144,21,4
2019,2,3,5,2,7,1,3
2019,2,1,4,2,27,12,1
2019,2,4,4,2,62,17,2
2019,2,2,4,2,31,8,2
2019,2,3,3,2,145,12,1
2019,2,2,5,2,81,17,2
2019,2,0,4,2,7,1,3
2019,2,4,5,2,62,17,2
2019,2,4,4,2,7,1,3
2019,2,2,4,2,7,1,3
2019,2,1,5,2,145,12,1
2019,1,3,4,2,145,12,1
2019,2,4,4,2,7,1,3
2019,1,1,4,2,144,21,4
2018,8,1,5,2,62,17,2
2019,2,1,5,2,144,21,4
2019,2,1,5,2,39,13,4
2019,2,4,4,2,27,12,1
2019,1,1,4,2,7,1,3
2019,1,2,5,2,7,1,3
2019,1,3,5,2,7,1,3
2019,1,1,4,2,61,16,2
2019,1,1,4,2,144,21,4
2019,1,1,3,2,102,13,4
2019,1,1,3,2,55,19,4
2019,1,1,4,2,144,21,4
2019,1,3,4,2,27,12,1
2019,1,2,5,2,7,1,3
2018,12,1,4,2,7,1,3
2019,1,1,4,2,39,13,4
2018,11,3,5,2,52,6,4
2019,1,1,4,2,7,1,3
2019,1,1,4,2,7,1,3
2019,1,2,4,2,100,14,3
2018,10,1,3,2,145,12,1
2018,12,2,4,2,7,1,3
2019,1,2,5,2,48,13,4
2019,1,1,5,2,62,17,2
2018,9,3,5,2,145,12,1
2019,1,1,4,2,40,2,1
2019,1,2,4,2,7,1,3
2019,1,2,4,2,7,1,3
2019,1,1,5,2,62,17,2
2019,1,2,3,2,67,19,4
2019,1,2,5,2,62,17,2
2018,12,2,4,2,144,21,4
2019,1,4,4,2,7,1,3
2018,10,1,4,2,144,21,4
2018,12,2,4,2,7,1,3
2019,1,1,5,2,7,1,3
2019,1,1,5,2,7,1,3
2018,12,1,5,2,7,1,3
2018,12,2,4,2,76,6,4
2018,12,1,5,2,144,21,4
2018,12,2,2,2,7,1,3
2018,12,1,4,2,7,1,3
2018,12,3,5,2,62,17,2
2018,12,1,4,2,144,21,4
2018,12,1,4,2,7,1,3
2018,12,2,5,2,7,1,3
2018,12,1,3,2,7,1,3
2018,4,1,5,2,62,17,2
2018,12,1,5,2,7,1,3
2018,12,3,4,2,7,1,3
2018,12,1,5,2,144,21,4
2018,12,2,4,2,48,13,4
2018,12,3,4,2,145,12,1
2018,12,3,4,2,122,17,2
2018,12,2,4,2,7,1,3
2018,12,3,5,2,7,1,3
2018,12,2,5,2,7,1,3
2018,11,3,5,2,7,1,3
2018,12,3,1,2,145,12,1
2018,11,1,4,2,7,1,3
2018,12,1,5,2,15,21,4
2018,12,1,3,2,144,21,4
2018,10,1,3,2,145,12,1
2018,12,2,3,2,144,21,4
2018,12,1,5,2,7,1,3
2018,12,1,5,2,27,12,1
2018,11,3,5,2,62,17,2
2018,11,4,5,2,7,1,3
2018,11,3,4,2,7,1,3
2018,9,1,4,2,98,21,4
2018,11,1,5,2,145,12,1
2018,11,3,5,2,7,1,3
2018,11,3,5,2,7,1,3
2018,10,3,3,2,145,12,1
2018,11,2,4,2,62,17,2
2018,11,1,2,2,145,12,1
2018,11,2,5,2,7,1,3
2018,11,1,5,2,8,6,4
2018,10,4,4,2,31,8,2
2018,11,1,3,2,145,12,1
2018,10,4,4,2,145,12,1
2018,10,3,5,2,62,17,2
2018,11,1,5,2,144,21,4
2018,10,1,4,2,7,1,3
2018,11,1,4,2,144,21,4
2018,10,1,5,2,102,13,4
2018,11,3,5,2,122,17,2
2018,11,2,4,2,7,1,3
2018,11,1,4,2,7,1,3
2018,11,2,5,2,62,17,2
2018,8,2,5,2,62,17,2
2018,9,1,4,2,144,21,4
2018,9,1,5,2,62,17,2
2018,11,1,1,2,62,17,2
2018,11,1,5,2,76,6,4
2018,11,4,3,2,7,1,3
2018,10,1,1,2,145,12,1
2018,11,1,5,2,7,1,3
2018,10,3,3,2,7,1,3
2018,10,1,5,2,59,6,4
2018,10,3,5,2,62,17,2
2018,10,1,2,2,7,1,3
2018,10,3,5,2,145,12,1
2018,10,2,4,2,144,21,4
2018,10,2,5,2,7,1,3
2018,10,1,1,2,7,1,3
2018,10,4,5,2,144,21,4
2018,10,4,4,2,15,21,4
2018,4,1,4,2,7,1,3
2018,10,3,5,2,144,21,4
2018,10,2,5,2,39,13,4
2018,8,1,5,2,62,17,2
2018,9,3,3,2,7,1,3
2018,4,1,4,2,27,12,1
2018,8,2,5,2,144,21,4
2018,10,1,5,2,7,1,3
2018,10,2,4,2,144,21,4
2018,10,1,4,2,48,13,4
2018,9,1,4,2,144,21,4
2018,10,1,4,2,144,21,4
2018,10,3,5,2,7,1,3
2018,10,4,4,2,7,1,3
2018,9,1,5,2,144,21,4
2018,9,1,5,2,100,14,3
2018,10,3,5,2,100,14,3
2018,9,1,5,2,23,19,4
2018,10,1,4,2,100,14,3
2018,6,2,2,2,144,21,4
2018,9,1,4,2,69,8,2
2018,9,1,4,2,144,21,4
2018,9,2,4,2,7,1,3
2018,9,1,5,2,144,21,4
2018,9,3,3,2,7,1,3
2018,9,1,5,2,7,1,3
2018,9,4,3,2,7,1,3
2018,9,1,5,2,7,1,3
2018,9,3,4,2,144,21,4
2018,9,1,5,2,7,1,3
2018,9,3,3,2,115,6,4
2018,9,1,3,2,145,12,1
2018,9,1,4,2,7,1,3
2018,9,1,4,2,144,21,4
2018,9,1,4,2,100,14,3
2018,9,1,3,2,98,21,4
2018,8,1,4,2,144,21,4
2018,9,1,4,2,7,1,3
2018,7,2,4,2,115,6,4
2018,9,4,4,2,143,10,2
2018,9,1,5,2,7,1,3
2018,9,1,5,2,62,17,2
2018,9,1,5,2,7,1,3
2018,9,4,5,2,62,17,2
2018,9,3,4,2,7,1,3
2018,9,4,5,2,7,1,3
2018,9,1,2,2,7,1,3
2018,9,2,4,2,7,1,3
2018,9,1,3,2,7,1,3
2018,9,2,4,2,7,1,3
2018,9,1,4,2,100,14,3
2018,9,1,2,2,144,21,4
2018,9,1,5,2,100,14,3
2018,8,3,4,2,7,1,3
2018,9,1,3,2,7,1,3
2018,8,1,4,2,61,16,2
2018,9,2,4,2,7,1,3
2018,7,3,4,2,145,12,1
2018,8,3,5,2,7,1,3
2018,8,2,2,2,144,21,4
2018,8,1,3,2,21,15,1
2018,8,1,4,2,7,1,3
2018,8,2,5,2,7,1,3
2018,8,4,4,2,7,1,3
2018,8,2,5,2,7,1,3
2018,7,1,4,2,125,18,0
2018,8,2,5,2,135,17,2
2018,8,2,4,2,7,1,3
2018,7,1,4,2,7,1,3
2018,8,1,4,2,7,1,3
2018,8,1,5,2,7,1,3
2018,8,2,4,2,98,21,4
2018,8,2,4,2,7,1,3
2018,8,1,4,2,7,1,3
2018,8,1,3,2,44,6,4
2018,8,1,2,2,135,17,2
2018,4,3,3,2,7,1,3
2018,7,1,5,2,59,6,4
2018,8,1,5,2,100,14,3
2018,8,2,2,2,7,1,3
2018,8,1,3,2,7,1,3
2018,8,3,5,2,144,21,4
2018,8,2,5,2,122,17,2
2018,7,3,5,2,7,1,3
2018,8,4,3,2,145,12,1
2018,8,2,4,2,143,10,2
2018,7,2,3,2,98,21,4
2018,8,1,5,2,7,1,3
2018,8,1,4,2,132,6,4
2017,11,1,5,2,100,14,3
2018,8,0,4,2,62,17,2
2018,7,1,1,2,144,21,4
2018,7,1,4,2,61,16,2
2018,7,4,2,2,7,1,3
2018,7,1,5,2,7,1,3
2018,7,1,3,2,7,1,3
2018,7,1,4,2,61,16,2
2018,7,2,2,2,144,21,4
2018,7,1,3,2,7,1,3
2018,7,2,2,2,144,21,4
2018,7,2,3,2,39,13,4
2018,7,2,4,2,98,21,4
2018,7,2,5,2,135,17,2
2018,7,1,5,2,7,1,3
2018,7,2,5,2,7,1,3
2018,7,2,3,2,23,19,4
2018,7,2,5,2,7,1,3
2018,6,1,3,2,100,14,3
2017,9,1,4,2,81,17,2
2018,7,3,3,2,7,1,3
2017,12,1,4,2,145,12,1
2018,7,3,4,2,145,12,1
2018,7,3,4,2,7,1,3
2018,7,2,3,2,144,21,4
2018,7,2,3,2,7,1,3
2018,7,2,3,2,7,1,3
2018,7,2,4,2,7,1,3
2018,7,4,5,2,7,1,3
2018,7,1,3,2,144,21,4
2018,6,1,5,2,122,17,2
2018,7,2,5,2,7,1,3
2018,7,2,3,2,7,1,3
2018,7,4,5,2,62,17,2
2018,7,2,4,2,7,1,3
2018,7,2,5,2,31,8,2
2018,7,3,5,2,7,1,3
2018,7,3,5,2,7,1,3
2018,7,2,5,2,7,1,3
2018,6,2,4,2,61,16,2
2018,7,1,3,2,131,13,4
2018,6,1,3,2,7,1,3
2018,6,1,5,2,7,1,3
2018,5,3,4,2,51,9,4
2018,6,3,5,2,12,16,2
2018,6,1,5,2,144,21,4
2018,7,1,4,2,7,1,3
2017,2,4,5,2,62,17,2
2017,11,3,4,2,109,17,2
2018,6,1,4,2,144,21,4
2018,6,1,4,2,7,1,3
2018,6,3,5,2,67,19,4
2018,6,1,4,2,144,21,4
2018,6,2,4,2,49,21,4
2018,6,3,3,2,37,10,2
2018,6,2,3,2,27,12,1
2018,6,1,3,2,145,12,1
2018,6,1,4,2,62,17,2
2018,6,1,5,2,7,1,3
2018,6,3,4,2,7,1,3
2017,12,3,5,2,145,12,1
2018,6,1,2,2,144,21,4
2018,6,3,5,2,145,12,1
2017,12,2,4,2,7,1,3
2018,3,3,5,2,62,17,2
2018,6,1,1,2,65,21,4
2017,10,2,4,2,61,16,2
2017,7,1,5,2,98,21,4
2018,6,2,5,2,62,17,2
2018,5,3,4,2,7,1,3
2018,6,4,5,2,145,12,1
2018,6,1,5,2,7,1,3
2018,6,4,2,2,7,1,3
2018,6,1,4,2,145,12,1
2018,6,3,4,2,27,12,1
2018,6,1,5,2,125,18,0
2018,6,3,5,2,125,18,0
2018,5,2,5,2,61,16,2
2018,6,4,5,2,7,1,3
2018,6,1,5,2,145,12,1
2018,5,1,4,2,144,21,4
2018,6,2,4,2,62,17,2
2018,6,1,2,2,144,21,4
2018,6,1,3,2,7,1,3
2018,6,1,4,2,116,9,4
2018,6,1,4,2,63,10,2
2018,6,3,4,2,7,1,3
2017,10,4,4,2,27,12,1
2018,5,3,3,2,123,6,4
2018,5,1,4,2,7,1,3
2018,6,1,3,2,7,1,3
2018,6,1,3,2,144,21,4
2018,5,1,5,2,7,1,3
2018,5,1,2,2,7,1,3
2018,5,3,4,2,7,1,3
2018,5,1,4,2,144,21,4
2018,5,1,4,2,27,12,1
2018,4,2,3,2,61,16,2
2018,5,2,4,2,7,1,3
2017,6,1,4,2,7,1,3
2018,5,1,3,2,27,12,1
2018,4,2,1,2,7,1,3
2018,5,2,4,2,61,16,2
2018,5,1,4,2,7,1,3
2018,5,1,2,2,62,17,2
2018,5,1,4,2,144,21,4
2018,5,1,3,2,98,21,4
2018,5,3,5,2,7,1,3
2018,5,1,4,2,144,21,4
2018,4,2,4,2,27,12,1
2017,11,1,3,2,61,16,2
2018,5,2,4,2,149,17,2
2018,5,4,5,2,98,21,4
2018,5,3,2,2,100,14,3
2018,5,1,4,2,7,1,3
2018,5,2,2,2,7,1,3
2018,5,2,5,2,7,1,3
2018,5,2,5,2,62,17,2
2018,5,4,5,2,31,8,2
2018,5,3,4,2,144,21,4
2018,5,1,3,2,62,17,2
2018,5,4,5,2,7,1,3
2018,5,1,3,2,62,17,2
2018,5,1,3,2,102,13,4
2018,5,1,5,2,7,1,3
2018,5,4,5,2,7,1,3
2018,5,1,1,2,7,1,3
2018,4,1,3,2,7,1,3
2018,5,1,4,2,98,21,4
2018,5,1,5,2,144,21,4
2018,5,2,3,2,122,17,2
2018,5,1,5,2,7,1,3
2018,5,1,2,2,144,21,4
2018,5,1,4,2,115,6,4
2018,5,1,3,2,145,12,1
2018,4,2,5,2,145,12,1
2018,4,2,5,2,7,1,3
2018,5,1,3,2,7,1,3
2018,4,1,4,2,144,21,4
2018,5,1,5,2,7,1,3
2018,4,1,3,2,61,16,2
2018,4,1,5,2,144,21,4
2018,4,4,2,2,131,13,4
2017,6,2,4,2,145,12,1
2018,4,1,3,2,27,12,1
2018,4,1,4,2,125,18,0
2018,4,3,3,2,113,10,2
2018,4,2,3,2,144,21,4
2018,4,2,3,2,7,1,3
2018,4,2,4,2,7,1,3
2018,3,1,4,2,125,18,0
2018,4,2,3,2,135,17,2
2018,4,1,4,2,116,9,4
2018,4,4,1,2,115,6,4
2018,4,3,3,2,98,21,4
2018,4,2,4,2,100,14,3
2018,4,3,4,2,62,17,2
2018,3,1,5,2,123,6,4
2018,4,2,2,2,7,1,3
2018,4,3,3,2,7,1,3
2018,3,2,5,2,62,17,2
2018,4,0,5,2,62,17,2
2018,4,1,1,2,145,12,1
2018,4,3,2,2,7,1,3
2018,4,2,1,2,144,21,4
2018,4,1,4,2,7,1,3
2018,3,1,3,2,144,21,4
2018,4,1,3,2,144,21,4
2018,4,1,1,2,144,21,4
2018,4,1,3,2,65,21,4
2017,6,2,4,2,145,12,1
2018,4,3,1,2,135,17,2
2018,1,3,5,2,7,1,3
2018,4,1,5,2,7,1,3
2018,4,2,4,2,61,16,2
2018,4,3,4,2,27,12,1
2018,4,1,5,2,7,1,3
2018,4,1,5,2,7,1,3
2018,4,1,1,2,145,12,1
2018,4,2,4,2,144,21,4
2018,3,2,4,2,7,1,3
2018,4,2,4,2,61,16,2
2018,4,1,3,2,144,21,4
2018,4,2,5,2,143,10,2
2018,4,2,1,2,7,1,3
2018,3,1,4,2,81,17,2
2018,3,1,4,2,7,1,3
2018,1,1,4,2,44,6,4
2018,3,1,4,2,81,17,2
2018,4,2,4,2,144,21,4
2018,4,1,1,2,144,21,4
2018,4,4,1,2,62,17,2
2018,3,1,4,2,11,10,2
2018,3,1,4,2,144,21,4
2018,3,1,4,2,145,12,1
2018,3,2,5,2,118,10,2
2018,3,3,5,2,133,8,2
2018,3,3,5,2,7,1,3
2018,3,1,4,2,145,12,1
2018,3,1,3,2,7,1,3
2017,12,1,4,2,109,17,2
2018,3,3,4,2,144,21,4
2018,3,1,5,2,144,21,4
2018,3,1,5,2,144,21,4
2018,3,1,3,2,122,17,2
2018,3,1,5,2,7,1,3
2018,2,3,5,2,81,17,2
2018,3,1,5,2,7,1,3
2018,3,2,4,2,61,16,2
2017,7,2,4,2,62,17,2
2018,3,3,5,2,7,1,3
2018,3,2,4,2,145,12,1
2018,3,1,4,2,144,21,4
2018,3,3,3,2,144,21,4
2018,2,1,3,2,31,8,2
2018,3,2,4,2,62,17,2
2018,3,1,1,2,7,1,3
2018,3,3,5,2,7,1,3
2018,2,1,5,2,7,1,3
2018,2,1,4,2,144,21,4
2018,1,1,3,2,7,1,3
2018,2,2,4,2,144,21,4
2018,2,1,3,2,7,1,3
2018,3,3,5,2,62,17,2
2018,2,1,5,2,144,21,4
2018,2,2,3,2,109,17,2
2017,4,1,4,2,144,21,4
2018,2,1,3,2,144,21,4
2018,2,1,4,2,144,21,4
2018,2,2,5,2,62,17,2
2018,3,4,3,2,145,12,1
2018,2,1,4,2,144,21,4
2018,2,1,4,2,27,12,1
2018,2,1,5,2,145,12,1
2017,1,1,4,2,7,1,3
2018,2,4,4,2,62,17,2
2018,2,1,5,2,144,21,4
2018,2,2,5,2,102,13,4
2018,2,1,4,2,7,1,3
2018,2,1,4,2,109,17,2
2018,2,3,5,2,144,21,4
2017,7,2,4,2,61,16,2
2018,2,1,3,2,7,1,3
2018,2,1,2,2,144,21,4
2018,2,2,5,2,7,1,3
2018,2,4,4,2,144,21,4
2018,2,1,3,2,109,17,2
2017,8,1,5,2,128,16,2
2018,2,3,4,2,7,1,3
2018,2,2,4,2,39,13,4
2018,2,1,4,2,144,21,4
2018,2,4,3,2,102,13,4
2018,2,2,2,2,7,1,3
2018,2,4,5,2,7,1,3
2018,2,1,4,2,7,1,3
2018,2,4,3,2,27,12,1
2018,2,2,5,2,62,17,2
2018,2,4,5,2,145,12,1
2018,1,3,5,2,100,14,3
2018,2,1,2,2,7,1,3
2017,10,1,4,2,144,21,4
2018,1,3,3,2,144,21,4
2018,1,2,5,2,7,1,3
2018,2,3,5,2,7,1,3
2018,2,2,4,2,127,19,4
2018,1,1,4,2,7,1,3
2018,2,1,4,2,7,1,3
2018,2,1,3,2,39,13,4
2018,2,1,4,2,7,1,3
2018,2,2,3,2,7,1,3
2014,6,1,1,2,7,1,3
2014,7,2,4,2,144,21,4
2014,7,2,3,2,7,1,3
2014,7,1,3,2,49,21,4
2014,5,1,2,2,123,6,4
2014,7,2,4,2,100,14,3
2014,7,3,4,2,145,12,1
2014,7,4,3,2,7,1,3
2014,7,1,5,2,7,1,3
2014,6,1,4,2,27,12,1
2014,6,2,2,2,7,1,3
2014,6,2,5,2,7,1,3
2014,6,3,3,2,98,21,4
2014,5,3,4,2,100,14,3
2014,5,1,3,2,144,21,4
2014,5,1,5,2,7,1,3
2014,4,2,5,2,7,1,3
2014,4,2,5,2,144,21,4
2014,3,3,5,2,27,12,1
2014,3,2,3,2,7,1,3
2014,3,1,4,2,145,12,1
2014,3,3,5,2,7,1,3
2014,3,1,2,2,122,17,2
2014,2,2,1,2,143,10,2
2014,3,1,4,2,7,1,3
2013,7,2,3,2,7,1,3
2014,2,1,4,2,81,17,2
2014,2,2,5,2,7,1,3
2014,1,1,3,2,144,21,4
2014,2,2,5,2,27,12,1
2014,1,1,5,2,7,1,3
2013,7,2,4,2,144,21,4
2014,1,2,4,2,7,1,3
2014,1,1,3,2,25,17,2
2013,12,1,5,2,145,12,1
2014,1,1,4,2,7,1,3
2013,11,2,4,2,7,1,3
2013,11,1,4,2,7,1,3
2013,11,1,3,2,31,8,2
2013,10,1,4,2,7,1,3
2013,4,2,5,2,7,1,3
2013,1,1,4,2,51,9,4
2013,10,1,4,2,125,18,0
2013,8,1,5,2,149,17,2
2013,9,2,5,2,7,1,3
2013,9,1,5,2,144,21,4
2013,9,2,4,2,145,12,1
2013,8,1,4,2,100,14,3
2013,9,1,4,2,7,1,3
2013,8,1,1,2,122,17,2
2013,8,3,2,2,62,17,2
2013,8,2,3,2,7,1,3
2013,8,2,4,2,62,17,2
2013,7,3,3,2,7,1,3
2013,7,2,5,2,7,1,3
2013,8,3,4,2,7,1,3
2013,8,1,4,2,38,6,4
2013,5,1,4,2,62,17,2
2013,6,4,4,2,145,12,1
2013,6,3,4,2,62,17,2
2013,6,4,4,2,7,1,3
2013,7,3,4,2,122,17,2
2013,6,4,5,2,100,14,3
2013,7,2,5,2,122,17,2
2013,6,1,2,2,7,1,3
2013,6,1,4,2,7,1,3
2013,6,4,3,2,81,17,2
2013,6,2,4,2,7,1,3
2013,5,1,5,2,7,1,3
2013,6,1,4,2,7,1,3
2013,5,4,3,2,7,1,3
2013,4,2,3,2,144,21,4
2013,4,1,4,2,7,1,3
2013,4,1,5,2,7,1,3
2013,3,1,2,2,102,13,4
2013,3,3,4,2,7,1,3
2013,3,2,1,2,122,17,2
2013,3,2,5,2,122,17,2
2013,3,1,4,2,7,1,3
2013,3,1,5,2,7,1,3
2013,2,1,3,2,144,21,4
2022,8,1,1,2,7,1,3
2021,2,3,5,2,62,17,2
2020,2,1,5,2,7,1,3
2019,12,1,4,2,122,17,2
2019,11,1,4,2,144,21,4
2019,11,3,5,2,144,21,4
2019,11,1,5,2,7,1,3
2019,10,3,4,2,98,21,4
2019,5,1,5,2,62,17,2
2019,10,3,5,2,7,1,3
2019,9,4,4,2,62,17,2
2019,9,1,3,2,144,21,4
2019,9,1,5,2,98,21,4
2019,8,1,4,2,7,1,3
2019,9,4,5,2,145,12,1
2019,8,1,5,2,7,1,3
2019,8,2,5,2,144,21,4
2019,8,1,3,2,39,13,4
2019,7,1,5,2,144,21,4
2019,7,1,5,2,7,1,3
2019,2,1,5,2,7,1,3
2019,7,2,5,2,69,8,2
2019,3,0,4,2,62,17,2
2019,6,2,5,2,122,17,2
2019,5,1,5,2,61,16,2
2019,5,4,5,2,61,16,2
2019,5,3,1,2,7,1,3
2019,5,3,1,2,39,13,4
2019,1,4,5,2,145,12,1
2019,4,2,5,2,7,1,3
2019,3,3,5,2,7,1,3
2019,3,1,3,2,62,17,2
2019,4,1,3,2,98,21,4
2019,3,1,5,2,144,21,4
2019,3,1,5,2,144,21,4
2019,3,3,5,2,62,17,2
2019,2,2,4,2,62,17,2
2019,2,1,4,2,135,17,2
2019,2,4,5,2,62,17,2
2019,2,1,5,2,144,21,4
2019,1,1,4,2,61,16,2
2019,1,1,4,2,7,1,3
2019,1,1,5,2,62,17,2
2019,1,2,3,2,67,19,4
2019,1,2,5,2,62,17,2
2018,12,2,4,2,76,6,4
2018,12,1,5,2,15,21,4
2018,12,1,3,2,144,21,4
2018,11,4,5,2,7,1,3
2018,11,1,5,2,145,12,1
2018,11,1,4,2,144,21,4
2018,9,1,4,2,144,21,4
2018,9,1,5,2,62,17,2
2018,10,2,5,2,7,1,3
2018,10,4,4,2,15,21,4
2018,4,1,4,2,27,12,1
2018,10,1,4,2,144,21,4
2018,6,2,2,2,144,21,4
2018,9,1,5,2,7,1,3
2018,8,1,4,2,144,21,4
2018,9,1,5,2,62,17,2
2018,9,3,4,2,7,1,3
2018,9,2,4,2,7,1,3
2018,8,2,2,2,144,21,4
2018,8,2,5,2,7,1,3
2018,8,1,4,2,7,1,3
2018,4,3,3,2,7,1,3
2018,7,3,5,2,7,1,3
2018,8,0,4,2,62,17,2
2018,7,2,2,2,144,21,4
2018,7,2,2,2,144,21,4
